transaction_date,buuid,transaction_value,approved_transaction_count,failed_transaction_count
2021-07-09,1590134671750-e5309e09-a3a7-481a-bf7e-84c43769881d,1110,5,0
2021-07-09,1571473002958-76439d6b-a90b-4ec2-81fb-b788a3085537,3699,15,3
2021-07-09,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,1039.5,7,3
2021-07-09,1550658890053-8878ee95-f2e4-49af-8a5c-360e6a26188b,3212,15,4
2021-07-09,1605208717370-1ebca7f9-a58a-4e0b-8495-85c01ab85a41,2265,9,0
2021-07-10,1446720162513-27a5f622-458c-40f5-b2a0-7c24f44a3c21,1657.9,6,3
2021-07-10,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,7778.39,29,4
2021-07-10,1538045133844-6b2c010e-e10d-45f9-9ac8-da417fcd4f49,6374,4,0
2021-07-10,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,5395,22,7
2021-07-10,1564573777032-ec1f4743-af11-48ee-aa48-16ee3e724db2,2360.7,13,5
2021-07-10,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,6119,28,0
2021-07-11,1489738068558-d548daca-303c-4b94-8a4d-d876d6336751,7400,18,30
2021-07-11,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,3830,58,22
2021-07-11,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,980,7,0
2021-07-11,1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,1826,19,3
2021-07-11,1588063384454-5e40e713-e2a5-40f6-9279-3dc5f6c091bf,1197.9,6,0
2021-07-11,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,1996,20,4
2021-07-11,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,3378,16,17
2021-07-12,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,1200,9,2
2021-07-12,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,863,8,0
2021-07-13,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,5387.5,9,0
2021-07-13,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,2772,8,5
2021-07-13,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,590,3,1
2021-07-13,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,759,22,2
2021-07-13,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,3374.5,33,9
2021-07-13,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,2379,10,2
2021-07-13,1592736443622-d75a5636-8af5-4baa-828d-a1626342fcdc,1400,3,1
2021-07-13,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,300,3,1
2021-07-14,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,2347.5,21,5
2021-07-14,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,428,9,4
2021-07-14,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,5588,38,5
2021-07-15,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,4189,11,3
2021-07-15,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,4622,11,0
2021-07-15,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,4925.3,58,6
2021-07-15,1605686630461-94a8f9f9-7721-46f5-b4e9-4b65b408e7e5,1286,9,0
2021-07-15,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,6486,15,5
2021-07-16,1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,985,3,0
2021-07-16,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,5247,14,0
2021-07-16,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,3075,6,0
2021-07-16,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,3760,14,6
2021-07-16,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,1656,12,4
2021-07-16,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,2392,6,1
2021-07-17,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,60305,185,25
2021-07-17,1504518484351-230dcfed-815c-4363-b051-45e130cd9c1d,1010,3,0
2021-07-17,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,1646,21,3
2021-07-17,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,1540,5,10
2021-07-18,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,3063,26,5
2021-07-18,1615980831684-eb6869d7-d08a-4f32-a946-c6e0e27d55dd,6485,11,4
2021-07-18,1592738706633-e2f4498c-71bb-4500-b2e6-8ba844432a8d,18160,26,4
2021-07-18,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,1000,2,0
2021-07-19,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,593,9,7
2021-07-19,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,2999,9,1
2021-07-19,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,2320,2,0
2021-07-20,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,10220,24,10
2021-07-20,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,9890,24,0
2021-07-20,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,5951,10,0
2021-07-20,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,1464,5,1
2021-07-20,1595511590312-7a479a3e-8f60-4807-b3b9-64d6e280072b,400,2,0
2021-07-20,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,439,3,0
2021-07-20,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,800,1,0
2021-07-21,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,17920,208,0
2021-07-22,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,7616,27,1
2021-07-22,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,14016,136,8
2021-07-22,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,1861,16,1
2021-07-22,1620045517589-e5dea663-7af1-4249-8b2f-7ba09c708e23,1233,7,0
2021-07-22,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,3950,8,4
2021-07-22,1543915907471-052079f7-ee80-4592-8582-e525e69753dd,2001,8,6
2021-07-23,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,6135,12,6
2021-07-23,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,753,9,1
2021-07-23,1598002265290-b9dcf210-1224-4833-8f4d-fc21757214b4,535,3,2
2021-07-23,1549369380501-4a76d419-be6c-4ff6-9705-5d2186f58fa4,6414.11,6,3
2021-07-23,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,6908.4,78,14
2021-07-23,1614800510114-2a65984c-3933-43e4-acbc-35aeaa264a9a,670,4,0
2021-07-23,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,4220,9,0
2021-07-23,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,29540,60,0
2021-07-24,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,1789,12,8
2021-07-24,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,769,2,1
2021-07-24,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,20053,93,11
2021-07-24,1568643569905-6e12b5ac-cfb8-431d-8aca-caa574fb5d34,2450,3,0
2021-07-24,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,745.5,5,0
2021-07-24,1588848041740-384c66c5-1448-4812-8d05-b38e3c99ebc0,2645,4,2
2021-07-24,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,1130,3,0
2021-07-24,1479108360638-bf43ff5d-7e91-43c3-aeb5-f2fda4502650,38582.85,22,0
2021-07-24,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,43808,360,8
2021-07-24,1577890113823-7279469c-9405-456d-ad07-8b3f114b5a0e,4398.3,2,0
2021-07-25,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,32589,90,9
2021-07-25,1571576108504-059a0264-c79e-4722-abed-3cb01abd38f0,320,3,1
2021-07-25,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,970,2,0
2021-07-25,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,1870,2,1
2021-07-25,1590134671750-e5309e09-a3a7-481a-bf7e-84c43769881d,1590,9,0
2021-07-25,1611834477147-033f6506-3767-4a67-8c6b-c54b95145a0b,550,1,0
2021-07-25,1615897063623-67b0842c-8adc-4879-8101-1f84e682507e,485,3,0
2021-07-25,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,4160,14,2
2021-07-26,1517567512986-dd1b0795-47e6-4232-ac4c-4ec28749773e,3110,14,0
2021-07-26,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,635,16,0
2021-07-26,1606399230017-25bfb619-6878-4663-9e95-47a5a5c60b80,220,3,0
2021-07-26,1599119486806-767cf3c2-9df2-4348-b3df-b13aad651126,370,1,0
2021-07-26,1512302249032-b4289826-1258-427b-be14-8cab04a14c26,135,1,0
2021-07-26,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,300,3,1
2021-07-27,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,1590,5,0
2021-07-27,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,625,3,1
2021-07-27,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,10170,74,26
2021-07-27,1590134671750-e5309e09-a3a7-481a-bf7e-84c43769881d,460,3,0
2021-07-27,1595511590312-7a479a3e-8f60-4807-b3b9-64d6e280072b,590,1,0
2021-07-27,1479108360638-bf43ff5d-7e91-43c3-aeb5-f2fda4502650,10953,10,0
2021-07-27,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,3198,10,1
2021-07-27,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,7440,24,0
2021-07-27,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,35940,18,3
2021-07-27,1617278828832-f56bdab4-e26e-44b5-b1ed-8ec1319c799a,2896.28,2,0
2021-07-27,1589298104786-b83d7fe1-35c5-43fb-b36d-94571c3a2e46,23350,10,2
2021-07-27,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,4297,9,0
2021-07-28,1527233257004-13587f24-7c52-42fe-b08c-0dca6106e4e6,5330,6,1
2021-07-28,1576389016603-8417d344-f941-4a67-ab9f-2da540e7208a,1300,1,0
2021-07-14,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,5625,45,30
2021-07-14,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,14540,60,5
2021-07-14,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2580,38,8
2021-07-14,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,34800,12,0
2021-07-14,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,4825,58,2
2021-07-15,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,2401,42,10
2021-07-15,1509109286074-0c36ba7d-023c-4694-85ec-3e0b6fdcacbc,8607.5,30,0
2021-07-15,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,1161.64,14,2
2021-07-15,1599119486806-767cf3c2-9df2-4348-b3df-b13aad651126,370,1,0
2021-07-15,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,1144,6,2
2021-07-15,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,2280,8,0
2021-07-15,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,1487,10,0
2021-07-15,1592736443622-d75a5636-8af5-4baa-828d-a1626342fcdc,4440,7,0
2021-07-16,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,2750,6,4
2021-07-16,1525870087639-557a6be1-10ac-4531-b7fe-a13ff3b7ff20,5501,19,4
2021-07-16,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,86070,205,20
2021-07-16,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,2675.5,4,0
2021-07-16,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,449,4,3
2021-07-17,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,7261,25,5
2021-07-17,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,730,3,1
2021-07-17,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,8090.93,42,3
2021-07-17,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,10179,36,0
2021-07-18,1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,1365,9,0
2021-07-18,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,10294.81,34,0
2021-07-18,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,3255.6,7,0
2021-07-18,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,1562,24,2
2021-07-19,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,1557,18,1
2021-07-19,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,740,6,0
2021-07-19,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,4700,16,2
2021-07-19,1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,1712,7,1
2021-07-19,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,3545,8,0
2021-07-19,1570870577807-45df98b6-bbd9-48bd-bd31-6c822e1df005,1265,2,0
2021-07-19,1596611120961-655c4d79-902b-40ce-957d-92a4feffccad,4620,18,4
2021-07-19,1547196667303-8de6d15c-4566-470e-8977-ca9be4262d05,640,7,3
2021-07-20,1606144092277-c75b353c-77c0-429a-bd35-0ab5da2e38a2,128,2,1
2021-07-20,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,33470,185,15
2021-07-20,1604866643413-8080c541-532e-4f4d-a669-eafa2ec56373,1060,3,0
2021-07-20,1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,17060,75,10
2021-07-21,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,1877,9,1
2021-07-21,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,3250,64,6
2021-07-21,1625034264662-dd2a906c-c358-453e-ab81-0ceed7213588,377,5,0
2021-07-21,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,778.5,13,5
2021-07-22,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,2390,36,6
2021-07-22,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,4436,21,2
2021-07-22,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,1602.8,8,0
2021-07-23,1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,960,8,0
2021-07-23,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,14803,14,1
2021-07-23,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,32728,336,24
2021-07-23,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,10790,30,8
2021-07-23,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,48426.5,10,0
2021-07-23,1622066064537-ad986e32-7de1-4504-9cb6-9c12393f0a79,3472.8,23,3
2021-07-23,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,782,4,0
2021-07-23,1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,22842,78,4
2021-07-23,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,2260,12,6
2021-07-24,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,5600,84,8
2021-07-24,1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,1835,5,0
2021-07-24,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,34500,18,6
2021-07-24,1617122540529-7d7b93c2-1735-46af-bbd5-a7fe00904f5c,100,1,1
2021-07-24,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,4932,20,0
2021-07-24,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,2411.5,10,8
2021-07-25,1581633732665-416ca8f8-dc68-4567-be17-c6ed13609eb0,4146,4,9
2021-07-25,1604866643413-8080c541-532e-4f4d-a669-eafa2ec56373,1150,6,2
2021-07-25,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,1900,6,4
2021-07-25,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,1077,6,8
2021-07-25,1605862209224-f9948586-fb13-4ee1-b30e-37fea7db5444,1460,6,8
2021-07-25,1608703291161-343b015e-ae54-4d3f-bdab-34f43092a7ef,1120,1,0
2021-07-26,1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,1483,25,1
2021-07-26,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,3844,23,0
2021-07-26,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,2807.2,11,5
2021-07-26,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1825,29,0
2021-07-26,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,636,5,4
2021-07-26,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,270,2,3
2021-07-27,1504518484351-230dcfed-815c-4363-b051-45e130cd9c1d,2330,7,0
2021-07-27,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,3901,9,0
2021-07-27,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,2756.2,24,3
2021-07-28,1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,324,6,4
2021-07-28,1606753055023-4d6a9e44-87ad-4a9c-badd-4c33f16fa177,380,6,0
2021-07-28,1617135765902-4609af92-4951-4347-a328-79a2f7e51647,983,28,1
2021-07-28,1584986022737-cff53979-433b-438d-94b9-85fd8aa52180,11639.61,48,6
2021-07-28,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,12447,45,18
2021-07-28,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,840,4,0
2021-07-28,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,1355,3,0
2021-07-28,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,1804,11,0
2021-07-28,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,53630,160,20
2021-07-29,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,4487.5,25,3
2021-07-29,1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,3010,44,8
2021-07-29,1621202180552-ceb72c1f-78ff-42e0-af72-22dd4001d22a,553.5,7,0
2021-07-29,1501680821448-190eeff4-b3d0-4674-9f69-3dc56692504b,1310,13,0
2021-07-29,1607683763662-8c294bba-90e6-4037-8fd2-b338f2532aa5,1050,2,0
2021-07-30,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,1527,7,0
2021-07-30,1497430261259-c4f2549f-0eb9-4e77-8439-fb2033be2caa,2291,14,0
2021-07-30,1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,860,4,1
2021-07-30,1588848041740-384c66c5-1448-4812-8d05-b38e3c99ebc0,1053,3,0
2021-07-30,1614679086948-2335f0d2-5a1b-4206-b37f-a9d5cf9cd965,9586,75,16
2021-07-30,1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,375,5,1
2021-07-30,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,18446.7,52,6
2021-07-30,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,3607,12,0
2021-07-30,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,12839,30,3
2021-07-30,1562332832905-5097413f-df4d-4d71-b67b-539853abf4aa,780,4,3
2021-07-31,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,5270,14,0
2021-07-31,1623408697182-f96a98fd-08d8-434f-b5f7-656ec5a39583,120,1,0
2021-07-31,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,2604,6,2
2021-07-31,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,2955,7,0
2021-07-31,1595996116117-c407419e-ebdc-4506-9362-805ad6cf0029,3945,4,0
2021-07-31,1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,2065,4,0
2021-07-31,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,6637,31,0
2021-07-31,1578033574725-099132f6-7e24-459f-86e1-0b34b607e8b0,33300,15,15
2021-07-31,1581747840696-22e498e7-f2eb-4e15-9b20-8a400f37d916,2620,5,0
2021-07-31,1607417548512-693e7286-1436-45ec-b7c0-e6c92ce83f38,5298,13,1
2021-07-31,1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,12760,74,14
2021-07-31,1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,54997,134,6
2021-07-31,1574767111221-ed344e8a-2375-4812-b2c2-856bda0d040e,8259,59,21
2021-07-31,1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,2996,33,18
2021-07-31,1608344118230-91220b19-a0ca-4ff5-8d56-0b2bc041d7c4,3860,28,2
2021-08-01,1517567512986-dd1b0795-47e6-4232-ac4c-4ec28749773e,6615,16,3
2021-08-01,1586994324090-b7314e76-4c99-4584-9191-c7baf662be6e,2090,20,30
2021-08-01,1508242147176-601f2265-35ce-49ab-b372-e6f4bdec49db,1894,11,1
2021-08-01,1555578241161-5c616fbf-e0e9-4e49-9d11-20b8ae40b432,60871.77,141,62
2021-08-01,1608268241768-52863404-b5a6-4fe1-ab24-4fac6caeb6fa,17592,42,0
2021-08-02,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,17320,100,40
2021-08-02,1616231397864-df7a3435-74d4-43e3-a7da-596ea6b1e667,765,8,7
2021-08-02,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,2846,12,11
2021-08-02,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1570,21,1
2021-08-02,1537776497168-7927fc24-4d77-4d5a-b2ec-98602f920bf0,24449.85,10,0
2021-08-02,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,3204,33,5
2021-08-02,1584359884562-4995383c-0d1d-4c39-a4ca-d86e1325a0e0,655,3,0
2021-08-03,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,57580,185,15
2021-08-03,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,17700,70,12
2021-08-03,1475575761198-8694c56c-72c2-4277-81b6-fc350e030642,1400,4,0
2021-08-03,1501776832244-78854f9f-65b6-4d54-b3c2-2892c0da2362,919,8,6
2021-08-04,1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,4739,12,3
2021-08-04,1607424361966-803a9db8-f078-4427-bc4e-9eca2111fd95,172417.5,190,5
2021-08-04,1527233257004-13587f24-7c52-42fe-b08c-0dca6106e4e6,5550,3,0
2021-08-04,1586897559191-f97b47c8-b64c-4bf3-958c-c8620c23f989,3166,15,5
2021-08-04,1613884966766-b176a958-5aa6-413a-bfbb-1ce6484784e6,337,6,0
2021-08-04,1606889051310-95206022-8197-4872-a136-032c381b2b44,3240,6,0
2021-08-04,1627716477597-8c0b9490-3bfb-4dce-9e68-5873a6b7e858,3557,15,3
2021-08-05,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,3850,10,0
2021-08-05,1485330410128-537d8570-7e91-44bc-b54b-40e8be9b4643,10528,176,24
2021-08-05,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,9290,11,0
2021-08-05,1614679086948-2335f0d2-5a1b-4206-b37f-a9d5cf9cd965,714,9,2
2021-08-05,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,8265,24,3
2021-08-05,1608795892701-376e49b6-d2eb-4800-bb04-6aedda0c10ae,636,12,4
2021-08-06,1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,4604,7,1
2021-08-06,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,190,2,0
2021-08-06,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,432,4,9
2021-08-06,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,4980,8,2
2021-08-06,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,8103,96,10
2021-08-06,1614443245255-7bd5db22-e8e8-4962-8da3-8046fb6ee291,324,5,2
2021-08-06,1578390627124-52e01163-6e27-4e85-8468-51c7f8ee6e24,21285,87,9
2021-08-06,1604063541171-bf23040a-56b3-42dd-9b1b-4c055d25e69d,2507,22,3
2021-08-07,1614946398071-8b1c355a-e218-4590-9e67-1d2414584215,3320,6,2
2021-08-07,1512124108081-5d462775-53e2-4f4f-9ccf-15f4e0614a46,17297,184,32
2021-08-07,1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,1732,6,0
2021-08-07,1513849122969-936e9a7b-c1b1-48de-9dd4-f182284b859d,14538,44,18
2021-08-07,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,2820,7,0
2021-08-07,1553192471810-40369f98-6533-4520-828c-7ca23266014e,2211,14,7
2021-08-07,1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,407,6,3
2021-08-07,1615831777140-c5d8f0b3-8a9b-4cfc-a945-11a51dece42d,1550,5,1
2021-08-07,1565868460341-a68d9079-2d50-4abc-aadd-e4a3897e0717,200,2,0
2021-08-07,1621202180552-ceb72c1f-78ff-42e0-af72-22dd4001d22a,1373.35,10,2
2021-08-07,1474456872760-a5bb19ee-3efe-4890-a785-aafa38cadc8a,20440,52,12
2021-08-07,1627102202940-f65a33d6-f2cb-475e-bf8c-70e00a6a5aab,1516,8,7
2021-08-07,1606306599883-71371bb8-12c1-4d48-93f1-a02eb20748d0,905,5,1
2021-07-28,1616780751875-13104da8-e007-4ad8-9330-eef83615d273,655,3,0
2021-07-28,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,1144,18,4
2021-07-29,1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,640,3,2
2021-07-29,1594741366016-a9b135c0-7f6a-41df-ac28-e6d548d367eb,1260,7,0
2021-07-29,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,287,7,0
2021-07-29,1601374866641-ac09c6d6-f2af-42c3-9b1c-872e0d62015d,20354,42,2
2021-07-29,1610480766607-a68a1b2b-c144-4391-a356-1af188dda299,1534.5,9,14
2021-07-29,1575035333365-5ad1d99f-c8cf-4a4c-9d0e-484e941258d1,2710,50,0
2021-07-30,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,2020,7,0
2021-07-30,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,1610,6,1
2021-07-30,1505224680537-7903972e-3a59-42e1-83cb-485992adee13,1570,21,0
2021-07-30,1609225159063-c5ef57c6-b630-4a20-b455-359abf5eeb9d,3828.25,23,7
2021-07-30,1584088291949-94b92ebb-a45d-4fc7-9300-063756504f30,1980,4,0
2021-07-30,1505216474210-01bf2eb5-2348-492c-a824-9f4a3c98d599,2015.95,10,3
2021-07-30,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,7577,55,14
2021-07-30,1584359884562-4995383c-0d1d-4c39-a4ca-d86e1325a0e0,1095,7,0
2021-07-30,1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,1360,16,8
2021-07-30,1625034264662-dd2a906c-c358-453e-ab81-0ceed7213588,2302,11,0
2021-07-30,1587552938317-53d765dd-235b-4e7f-b19f-50cebead47ae,754,6,2
2021-07-31,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,16519,97,24
